tid,toi,tfopwg_disp,pl_orbper,pl_tranmid,pl_trandurh
61538902,752.01,KP,5.7481323,2458573.686954,2.6600483
316138059,7521.01,PC,0.8618404,2460662.618974,1.0295836
459021929,7522.01,PC,21.7262508,2460660.562041,2.2507397
366564164,7524.01,PC,7.5243992,2460650.352688,1.140716
367710318,7525.01,PC,1.718454,2460660.889987,1.2725275
141524447,7526.01,PC,33.0179222,2460468.413217,6.3670028
187495621,7527.01,FP,3.2662137,2460658.088959,3.2117542
252851803,7528.01,PC,4.9826868,2460655.936079,3.2173931
117174065,7529.01,PC,16.6036329,2459891.217674,4.6013901
375059587,786.02,PC,38.5539344,2460932.121376,6.1439257
350584963,787.01,PC,2.1263165,2458325.898549,2.6285127
349829627,788.01,PC,6.4872362,2458329.387247,2.5986372
300710077,789.01,PC,5.4470648,2458329.104549,1.583301
300710077,789.02,PC,12.9707041,2458334.767805,2.2669808
300710077,789.03,PC,8.0432343,2458329.979145,2.0067185
308994098,790.01,PC,199.5779073,2458352.487862,11.8968751
308994098,790.02,PC,41.0175174,2458345.441513,8.2090013
306472057,791.01,PC,139.3048512,2458427.621432,12.1948293
306472057,791.02,PC,928.0455814,2458583.273564,11.576689
294780517,792.01,FP,15.6477055,2458416.495917,1.336067
300013921,793.01,FP,54.6616036,2459236.957286,2.388
299945285,794.01,PC,52.4072665,2458392.47459,8.7541225
278895705,795.01,PC,8.7609906,2458328.589363,0.9094562
277099925,796.01,FA,0.8086308,2458325.966891,3.0190282
164783371,7027.01,PC,4.2885021,2460367.077518,1.427
416195843,7028.01,PC,2.4596079,2460420.816602,2.168
446166017,7029.01,PC,1.9271521,2460392.777339,1.201
237928815,703.01,PC,8.6729683,2458356.921235,2.9598885
237928815,703.02,PC,22.5682711,2458370.302728,4.9745502
430930679,7030.01,PC,2.5604496,2460419.652587,1.339
284592989,7031.01,PC,1.7911016,2460368.419612,1.3192751
22903436,7032.01,PC,17.7456043,2460397.022821,2.675
29953537,7033.01,PC,0.7312783,2460013.337525,1.289
366074071,7035.01,PC,4.18142,2460448.966726,4.43
284300833,7036.01,PC,3.0513298,2460434.686218,1.4911246
210904767,7038.01,PC,8.6000492,2460079.460235,3.059
329981856,7039.01,PC,3.3206355,2460088.850177,4.732
260004324,704.01,CP,3.8143009,2458327.416979,1.3793952
277039287,7040.01,PC,21.0562422,2460128.288364,4.4190398
291976834,7289.01,PC,2.855993,2460557.318845,2.734
62501513,7290.01,PC,3.776966,2460581.58444,3.671
233533589,7291.01,PC,23.9712428,2460620.739957,1.645
160255140,7292.01,PC,10.641726,2460564.802348,3.708
417514666,7293.01,PC,3.3202789,2460554.418528,3.766
42110638,7294.01,PC,1.6047466,2460559.167573,2.097
233735354,7296.01,PC,170.3363911,2460536.411577,4.173
418375357,7297.01,PC,8.1563148,2460555.103641,1.852
276909255,7298.01,PC,5.2554768,2460609.093853,2.109
85216969,7299.01,PC,2.7299474,2460556.839056,1.104
11561667,730.01,CP,3.0876297,2458543.868539,2.2386246
125744840,7300.01,PC,0.6439909,2460557.356019,0.645
375192273,7301.01,PC,21.6836634,2460608.037238,2.641
399613138,7302.01,FP,8.1958135,2460555.962026,1.182
415739607,7303.01,PC,2.3368358,2460557.77568,1.405
321785052,7304.01,PC,3.4977997,2460553.558312,0.475
262148317,7305.01,PC,13.9753579,2460553.593628,4.503
318491006,7530.01,PC,5.1818499,2460679.278071,2.5265146
117772549,7531.01,PC,7.8764851,2460679.25413,4.7892505
150271800,7532.01,PC,11.4031046,2460767.492566,3.0991671
63303430,7533.01,PC,1.7518061,2460687.898061,2.5290142
220621072,7534.01,PC,14.0287826,2460666.281405,7.3211075
60527976,7535.01,PC,7.5811936,2460687.056745,4.7346415
438298111,7536.01,PC,3.3287841,2460685.917512,5.2180408
231949697,7537.01,PC,0.9072056,2460689.466703,0.571043
37075377,7538.01,PC,28.2864647,2460678.586453,4.285398
72214252,7539.01,PC,8.6001093,2460681.091363,1.3418737
72985822,754.01,PC,3.8639681,2458572.225589,2.0997185
89014296,7540.01,PC,1.4945574,2460686.978801,1.1899779
59845928,7541.01,PC,14.606276,2460683.694794,3.6872053
206763148,7542.01,PC,8.945272,2460674.034364,3.0824843
388106759,810.02,PC,90.8479191,2458406.67059,11.1179142
100757807,811.01,PC,25.1760133,2459193.531565,4.418
363914762,812.01,PC,13.8665912,2459249.58779,6.491
55525572,813.01,CP,83.8962434,2459125.846913,13.0330846
255760319,814.01,FP,7.21048,2458359.73394,2.671
102840239,815.01,CP,11.1972769,2460026.624284,3.061
102840239,815.02,CP,734.4987702,2460023.129913,2.529
175180796,816.01,FP,1.55747,2458493.44312,2.714
30312676,817.01,FP,1.10223,2459126.7692,2.598
46096489,818.01,KP,3.118536,2458598.072777,2.043274
73717937,819.01,KP,16.2546802,2459301.040554,4.74
111991770,820.01,KP,3.752062,2458599.445086,3.680056
125405602,821.01,FA,13.823303,2458606.784642,1.365217
127530399,822.01,KP,7.1335149,2458602.855939,3.1376265
127530399,822.02,CP,1.0115336,2458597.575673,1.6201453
193641523,824.01,CP,1.3929721,2458597.813432,1.0799517
201175570,7041.01,CP,9.6994666,2460160.362835,15.7960068
345724317,7042.01,FP,2.817627,2460478.507055,1.455
57299130,7043.01,PC,17.3840061,2460463.610974,3.932
263723967,7044.01,PC,15.9669794,2460473.081723,3.514
21720215,7045.01,PC,2.2775983,2460477.847283,1.3
201899356,7046.01,PC,3.1084574,2459139.157588,2.534
31142436,7047.01,PC,5.2729668,2459199.606231,3.738
235015217,7048.01,PC,4.0863647,2460175.328426,2.213
337217173,7049.01,PC,40.3833862,2460214.323255,2.345
391904697,705.01,PC,47.0196372,2458352.13367,5.8659335
50592053,7050.01,PC,1.4182984,2460505.634065,0.654
18574158,7051.01,FP,4.9131459,2460500.349484,1.25
22038430,7052.01,PC,2.8862017,2460500.659766,0.487
329821992,7053.01,PC,2.8637988,2460503.94237,2.746
62676654,7054.01,PC,14.7595601,2460482.548909,5.5790065
167227214,7055.01,KP,3.1290476,2460482.92975,3.409295
110178537,7056.01,KP,2.993282,2460481.443181,2.5766956
418543326,7306.01,PC,6.1418356,2460582.235596,3.525
372077289,7307.01,PC,23.955645,2460566.453403,6.011
287768299,7308.01,PC,3.7002646,2460579.276403,4.459
161687285,7309.01,PC,7.7561532,2460544.09306,2.036
34068865,731.01,CP,0.3219233,2460013.7131,0.199
375855364,7310.01,PC,19.8088367,2460528.746789,2.87
292023054,7312.01,PC,4.2990991,2460555.350036,3.805
341157650,7313.01,PC,4.1186706,2460557.122528,5.025
265887000,7314.01,PC,2.503415,2460555.836709,3.416
297924888,7315.01,PC,9.6713674,2460580.3245,1.66
301623068,7316.01,PC,0.7474746,2460556.647928,0.327
427855645,7317.01,PC,2.9712014,2460579.947685,1.241
387414814,7318.01,PC,3.4220041,2460555.372343,2.448
40093986,7319.01,PC,2.5918359,2460557.098275,3.933
36724087,732.01,CP,0.7683904,2459988.468158,1.0241242
36724087,732.02,CP,12.2534308,2459992.612785,1.369949
279528230,7320.01,PC,6.6802019,2460551.826064,4.664
423903016,7321.01,PC,3.0039961,2460555.072412,3.621
235283051,7543.01,PC,9.3137821,2460685.379572,4.8048507
237405551,7544.01,PC,4.8744903,2460687.387037,1.6654244
283094471,7545.01,PC,11.9039356,2460685.6332,3.4477753
410449566,7546.01,PC,9.6414086,2460763.853771,2.0000004
358111035,7547.01,PC,22.0089343,2460750.364869,8.357335
234187289,7548.01,PC,5.1836578,2460681.852034,3.85094
73228647,755.01,CP,2.5404679,2460066.437431,2.154
73228647,755.02,KP,6.7418796,2458576.159251,1.3710857
220599411,7550.01,PC,4.9843963,2460684.733243,2.6251703
235057120,7552.01,PC,13.1742812,2460699.28528,3.0663785
10487354,7553.01,PC,2.4971198,2460686.452679,3.3565508
322818151,7554.01,PC,2.2948595,2460688.706567,1.6228537
286864983,772.03,PC,2.7912365,2458571.75144,2.2947027
286865921,773.01,KP,4.971298,2459329.250355,3.283
294301883,774.01,KP,4.4656306,2458573.614654,3.4927618
304042899,775.01,FP,12.4458741,2459313.56423,11.5424587
306996324,776.01,CP,15.6653322,2458572.599749,2.9937799
306996324,776.02,CP,8.2466133,2458571.415963,2.4120909
334305570,777.01,PC,8.3008562,2458575.779958,4.850157
335630746,778.01,CP,4.6336155,2459574.942709,3.557
374095457,779.01,PC,0.7839149,2458543.83064,1.6423921
398943781,780.01,KP,3.0524018,2459329.902022,2.483
413376180,781.01,KP,1.3541342,2458570.772731,2.0812883
429358906,782.01,CP,8.0239811,2458577.042174,1.7082731
451645081,783.01,PC,8.1125147,2459312.121241,2.0330298
460984940,784.01,CP,2.7970316,2460038.66554,2.185
374829238,785.01,PC,18.6286102,2458363.856387,30.0156194
375059587,786.01,PC,12.6693847,2460987.39592,4.5972129
325670253,7057.01,KP,3.3777419,2460480.135888,2.8147435
317520667,7058.01,KP,2.4651801,2460480.429067,3.5668145
104866616,7059.01,KP,4.4626647,2460481.357046,3.0802705
219345200,706.01,PC,719.0381327,2458434.911525,5.4244096
469810663,7060.01,PC,5.8497196,2460142.849779,3.458
469810663,7060.02,PC,1064.700399,2460070.899941,3.285
244089109,7061.01,KP,2.1376682,2460532.279247,1.879
23961340,7062.01,PC,10.5137924,2460528.435521,2.275
248769312,7063.01,PC,3.7570477,2460527.926189,1.938
376867898,7064.01,PC,61.5555962,2460466.125236,6.996
383723559,7065.01,FP,2.6667526,2460530.686654,2.594
405010127,7066.01,KP,13.2341261,2460509.503679,2.3705157
139158696,7067.01,KP,15.3573522,2460509.909088,3.5894467
160428500,7069.01,PC,8.7201675,2460549.089507,3.11
167342439,707.01,PC,52.7993058,2458345.524261,6.11948
167342439,707.02,PC,17.4757465,2458328.766769,4.6911418
436222251,7322.01,PC,5.5316291,2460554.922759,3.91
421330229,7323.01,PC,4.776694,2460607.93814,1.706
210337597,7324.01,FP,0.5257499,2460557.747746,0.864
286857537,7325.01,PC,2.0394246,2460555.970444,2.635
193081156,7326.01,PC,5.4584109,2460576.037023,4.164
279472966,7327.01,PC,5.0789699,2460552.846016,4.451
99025225,7328.01,PC,12.5069936,2460556.908662,5.739
387377484,7329.01,PC,4.8622127,2460549.817574,6.011
106402532,733.01,CP,4.8847937,2460030.757093,2.51
287444302,7330.01,PC,2.8411706,2460581.094802,1.453
160512852,7331.01,PC,6.0011971,2460573.21256,1.99
273069412,7332.01,FP,3.5399394,2460584.022933,3.443
160585062,7333.01,PC,6.2644714,2460653.73841,2.508
352301423,7334.01,PC,1.7085226,2460607.644263,0.917
75417968,7335.01,FP,3.3815776,2460557.475704,3.38
271017537,7336.01,PC,0.5418555,2460635.731403,0.776
323407659,7337.01,PC,4.2619292,2460634.782199,5.145
309133240,7338.01,PC,3.3847215,2460629.884208,3.475
202059363,7339.01,PC,4.2470926,2459219.710284,4.263
307036187,7555.01,PC,2.8404588,2460770.914052,2.7474757
232131043,7556.01,PC,11.1035428,2460672.853807,3.2765462
207334420,7558.01,PC,4.1531567,2460685.627327,4.2761264
234009062,7559.01,PC,9.5366313,2460687.945574,4.0301894
73649615,756.01,CP,1.2392569,2458570.647157,1.0860452
60520371,7560.01,PC,2.1974264,2460685.614629,1.4853911
317924729,7561.01,PC,1.9989903,2460687.849605,3.3795683
404970821,7562.01,PC,13.2253756,2460767.296171,4.8244015
71581518,7563.01,PC,13.758531,2460666.065967,6.0009934
318756174,7564.01,PC,3.3799879,2460683.322858,3.1523557
251186192,7566.01,PC,2.9538158,2460684.620648,1.908387
5370009,7567.01,PC,5.8119593,2460680.237854,5.1813021
271596225,797.01,PC,1.8007935,2458326.820677,1.1863073
271596225,797.02,PC,4.1400062,2458327.416156,1.0309175
271596225,797.03,PC,2.7309449,2458327.46865,1.1118337
255685030,799.01,PC,5.5451661,2458439.49915,2.2293365
177258735,801.01,PC,0.775701,2460932.758105,1.2010343
167303382,802.01,PC,3.693916,2458327.391469,1.7264201
143526444,803.01,FP,15.3050693,2459974.31761,3.872
41227743,804.01,FP,1.4188153,2458326.243939,4.5754288
38460940,805.01,PC,4.1177649,2459357.993045,1.212675
33831980,806.01,PC,21.9166429,2458346.013246,3.3787978
30853470,807.01,PC,5.2702557,2458327.653935,2.0186676
30122649,808.01,PC,9.7394089,2458526.848747,3.5625788
388106759,810.01,PC,28.3057042,2458332.251515,4.8265036
289218489,7070.01,PC,4.4563756,2460555.634073,3.316
14203588,7071.01,PC,5.5334128,2460555.517038,6.74
298658399,7072.01,PC,0.8118915,2460557.683136,0.909
276922692,7073.01,PC,13.1689848,2460554.021047,7.607
138609069,7074.01,PC,4.6504794,2460555.870633,5.051
66266024,7075.01,PC,2.8120379,2460557.746647,1.647
138225319,7076.01,PC,3.4747684,2460553.136841,3.054
188814758,7077.01,PC,6.403011,2460557.395627,5.82
233266582,7078.01,PC,6.3962557,2460553.361723,2.826
391821647,708.01,FP,1.996071,2458325.573663,5.910879
366725641,7080.01,PC,36.6892187,2460377.247914,6.446
142385671,7081.01,PC,12.7617794,2460394.126272,4.223
22740615,7082.01,PC,2.253174,2460393.685953,1.118
286923515,7083.01,PC,7.6253466,2460380.018139,6.702
165337974,7084.01,PC,21.8153374,2460544.198459,4.087
199289712,7086.01,PC,1.0092447,2460393.22877,1.472
233266797,7087.01,PC,7.9039906,2460555.516756,3.996
146846569,734.01,FP,4.7535388,2458545.448428,1.0905965
238279960,7340.01,PC,7.4894672,2460563.616921,1.826338
238279960,7340.02,PC,3.4438328,2460581.957858,2.325
445276138,7341.01,PC,0.4925418,2460635.070989,0.377
90950296,7342.01,PC,14.1532848,2460562.262828,4.443
44451202,7343.01,PC,2.1011992,2460580.932781,1.267
17925767,7344.01,PC,2.4364562,2460582.652289,0.978
243283955,7345.01,FP,8.407133,2460570.743707,1.272
113542042,7346.01,PC,1.7687035,2460581.827979,1.792
233747840,7347.01,PC,60.8344877,2460525.83422,6.109
289345412,7348.01,PC,3.3390124,2460580.738338,0.433
129198098,7349.01,PC,2.980341,2460582.275155,3.635
150271680,735.01,FP,2.593694,2458543.967327,3.054429
257052211,7350.01,FP,2.2175244,2460580.284648,2.462
43921512,7351.01,PC,3.8405138,2460576.973568,1.438
411347315,7352.01,FP,4.0662367,2460582.155533,3.721
256778317,7353.01,PC,6.2157513,2460582.686755,3.295
259415341,7354.01,PC,3.648769,2460583.073929,2.156
160652910,7355.01,PC,3.6814233,2460583.557935,5.084
234595543,7568.01,PC,1.4893903,2460688.252244,1.5901153
95415033,7569.01,PC,5.672796,2460686.424505,2.9168159
130924120,757.01,CP,17.4682298,2460039.192903,3.491
172463434,7570.01,PC,11.8106694,2460671.596918,4.0350608
261944532,7571.01,PC,5.2456808,2460685.963281,3.956534
159084486,7574.01,PC,4.4802689,2460683.832618,2.564873
393412295,7575.01,PC,13.2442861,2460678.505396,3.019576
206947218,7576.01,PC,3.9531681,2460682.960738,2.1943565
12090836,7577.01,PC,3.1969894,2460682.669057,3.4011226
95512789,7579.01,PC,2.3277044,2460685.452931,1.330527
131081852,758.01,FP,13.2735914,2458575.745477,6.6959309
58858008,6842.01,PC,5.3920955,2460209.338746,4.2434029
369474541,6843.01,PC,5.4977872,2460210.09279,4.9400249
311086350,6844.01,PC,3.8068712,2460209.334584,2.2690911
399571743,6845.01,PC,4.7443604,2460199.691734,1.139
254296853,6846.01,PC,3.334884,2460203.094247,2.559
150063444,6847.01,PC,1.3939452,2460205.921102,0.922
230982415,6848.01,PC,7.5954765,2460199.33583,2.533
434100688,6849.01,FP,1825.048364,2458371.510523,3.62
281731203,685.01,KP,11.6332127,2460268.402363,5.081
9166136,6850.01,PC,6.0803777,2460198.638691,2.486
350861689,6851.01,PC,12.0101118,2460185.03648,2.82
166671025,6852.01,PC,16.7382238,2460176.964493,3.529
197808753,6853.01,PC,10.636983,2460189.688644,5.378
55363630,6854.01,PC,2.7663479,2460203.737449,1.212
274017513,6855.01,PC,26.3333899,2460165.854371,2.783
254301731,6856.01,PC,0.6541517,2460206.118513,0.823
281596890,6857.01,PC,10.0512067,2460195.35678,1.763
201254754,6858.01,PC,3.3024845,2460202.53261,1.465
195933415,7089.01,PC,1.5852089,2460366.591502,1.137
396720998,709.02,PC,777.0516742,2458399.221135,4.3877266
166178400,7090.01,PC,60.6825768,2460291.411091,3.983
296327387,7091.01,PC,4.8510805,2460549.960401,3.132
195483731,7092.01,PC,1.102219,2460558.163842,1.538
452864692,7094.01,PC,2.1125062,2460422.037504,1.228
395214388,7095.01,PC,4.6745746,2460416.357819,8.627
199488690,7096.01,PC,3.3505745,2460565.044613,4.633
293949992,7097.01,PC,4.1560086,2460554.558834,2.954
313922260,7098.01,PC,1.3821651,2460420.866667,2.435
430415564,7099.01,PC,4.4264918,2460570.432916,6.059
309402106,710.01,FP,216.24584,2458343.942146,1.0703729
325765282,7100.01,PC,7.4156006,2460418.422197,2.76
444209952,7101.01,PC,1.8471592,2460422.426526,1.958
469523613,7102.01,PC,1.1838059,2460422.721923,1.307
197604890,7103.01,PC,5.3590843,2460565.253325,2.477
402992891,7356.01,PC,17.3986129,2460565.340323,3.485
270494650,7357.01,PC,60.3541599,2460516.135267,6.682
258634801,7358.01,PC,7.0548729,2460578.01623,2.44
18023524,7359.01,PC,4.3656102,2460580.414015,4.791
181804752,736.01,CP,4.9899176,2458546.508066,1.3819654
181804752,736.02,CP,0.9479945,2458543.558006,0.564663
258822347,7360.01,PC,30.7331484,2460582.084405,5.473
120487017,7361.01,PC,8.2158997,2460568.344536,3.659
306039307,7363.01,PC,6.9929558,2460580.54688,4.832
236644754,7364.01,PC,2.9257773,2460584.089082,1.448
120737368,7365.01,PC,3.1924816,2460580.641468,3.211
21349099,7366.01,PC,3.753877,2460578.561665,1.209
240535286,7367.01,PC,2.9814911,2460578.688447,2.431
256783400,7368.01,PC,33.5792968,2460546.553568,4.713
139350191,7369.01,PC,10.2887023,2460574.789538,2.967
219189765,737.01,CP,1.7318529,2458544.430655,1.6919639
97248423,7370.01,PC,13.3079913,2460573.539447,3.42
143168991,7580.01,PC,19.5099226,2460668.361133,3.8702181
143168991,7580.02,PC,5.9284809,2460689.187565,2.2274786
143168991,7580.03,PC,12.2971298,2460668.351861,2.7679648
350934357,7581.01,PC,226.2820777,2460460.703803,9.4436248
142914189,7582.01,PC,7.6324317,2460711.884009,4.8633783
110110529,7583.01,PC,0.7180306,2460717.690064,1.4487293
57047535,7584.01,PC,18.6883288,2460739.851313,3.7087607
100474173,7585.01,PC,8.933107,2460709.955051,7.9630519
142711195,7586.01,PC,10.449811,2460713.383204,5.5123056
294668702,7587.01,PC,36.9078303,2460865.649717,6.3213258
279154795,7588.01,PC,4.1835297,2460892.269125,1.2519719
452837676,7589.01,PC,1.4866436,2460716.089033,1.3546872
148322608,7590.01,PC,7.3364117,2460713.382013,1.3725049
237909527,6859.01,PC,9.6804752,2460188.562657,3.922
339857675,686.01,PC,3.5137609,2458492.222242,1.7579691
36646052,6860.01,PC,0.6183488,2460232.578666,0.587
293267224,6861.01,PC,3.7942532,2460232.158547,3.769
408508003,6862.01,PC,8.2241876,2460225.54574,3.501
419957314,6863.01,PC,7.8407154,2460247.384759,2.891
25959926,6864.01,PC,15.5106583,2460255.84952,4.356
405269313,6865.01,PC,2.4465664,2460231.800776,1.753
344224831,6866.01,FP,8.0179256,2460224.827591,1.018
405230669,6867.01,PC,3.6810755,2460231.339643,2.49
408506314,6868.01,PC,3.4106422,2460227.771761,4.174
28872266,6869.01,PC,763.9701133,2459466.023416,3.659
74534430,687.01,PC,36.2995129,2459977.554802,4.4333923
58726656,6870.01,PC,6.6968572,2460277.871744,3.398
426471754,6871.01,PC,12.4652143,2460258.271979,3.635
150096001,6872.01,KP,11.0248821,2460251.64402,2.917
67395329,6873.01,PC,18.8204255,2460236.840703,2.4015591
4426490,6874.01,FP,2.668957,2460235.021932,2.7508738
371579161,7104.01,FP,2.2215349,2460423.29306,2.869
417564823,7105.01,PC,17.0548288,2460421.980929,4.555
66545173,7106.01,PC,2.7945508,2460568.642831,2.978
237019002,7107.01,PC,8.6145655,2460418.354009,4.84
430406538,7108.01,PC,2.4425105,2460419.743954,2.964
430845815,7109.01,PC,3.2396607,2460419.556623,2.42
38510224,711.01,PC,18.3841259,2458329.915053,3.4924479
38510224,711.02,PC,35.9432773,2458342.537652,2.7244261
266488971,7110.01,PC,8.8182594,2460541.666163,2.169
200465781,7111.01,PC,7.0634276,2460422.363607,2.056
66286602,7112.01,PC,3.424993,2460569.248825,2.134
335624180,7113.01,PC,4.6351977,2460418.978111,3.856
365712006,7114.01,FP,3.0436916,2460421.843189,2.414
325908483,7116.01,PC,18.9438583,2460547.31876,4.108
286382849,7118.01,PC,37.8016862,2460335.382473,3.788
420383981,7119.01,PC,2.5933417,2460422.161169,3.253
150151262,712.01,CP,9.5313801,2460978.080561,1.6426425
150151262,712.02,CP,51.6991905,2460807.570093,4.371
452727513,7371.01,PC,18.9104241,2460559.124766,3.243
369581703,7372.01,FP,8.508462,2460578.884769,2.716
10552342,7373.01,FP,7.5414411,2460570.968533,2.454
88641387,7374.01,PC,17.0303122,2460582.682876,4.125
395790368,7375.01,PC,27.1970496,2460580.648685,5.476
245349211,7376.01,PC,7.4861705,2460581.133031,2.425
255998336,7377.01,PC,6.7735083,2460572.501975,2.36
373196394,7378.01,PC,7.0814677,2460582.875797,2.055
427715152,7379.01,PC,10.9911631,2460573.721491,1.559
260304800,738.01,PC,3.4405946,2458544.257701,2.5441317
53461742,7380.01,PC,4.4136877,2460663.330929,3.411058
52745699,7381.01,PC,3.1653382,2460664.333169,3.4977253
124128680,7382.01,PC,1.0370296,2460663.461613,1.5186096
11755687,7383.01,KP,3.0522686,2460663.454963,2.2564388
192833836,7384.01,PC,6.2335155,2460668.525654,1.5179746
235072851,7385.01,PC,3.1191196,2460664.871072,2.0922004
296354161,7386.01,PC,6.0042191,2460693.847326,6.3533818
55967712,7591.01,PC,14.2288072,2460714.187417,5.4489648
267834862,7592.01,PC,18.0214321,2460743.285001,3.6135488
238394308,7593.01,PC,34.3299701,2460719.885583,4.6826306
308692360,7594.01,PC,9.9892115,2460702.651463,4.544581
54272884,7595.01,PC,15.482117,2460694.205313,2.0080257
47248224,7596.01,PC,5.5378585,2460713.876269,2.4116925
167337562,7597.01,PC,50.6660684,2460887.213792,6.9787124
185620819,7598.01,PC,13.3173115,2460718.562922,2.126603
350230694,7600.01,PC,8.0105138,2460705.564397,2.5521547
111741396,7601.01,PC,6.7230209,2460714.653262,5.5869317
156716001,7602.01,PC,10.2977881,2460700.427709,3.7955665
26046851,7603.01,PC,6.6802856,2460712.433744,6.3522355
403693870,6875.01,PC,3.5245689,2460235.651353,3.150024
377024332,6876.01,FP,15.1771428,2460282.740869,4.556
365007485,6877.01,KP,33.5920255,2459521.373701,6.385
262135904,6878.01,FP,2.0990769,2460688.286547,2.343
364955057,6879.01,PC,13.5853161,2460263.238568,5.271
339636032,688.01,FP,6.8787507,2459986.414867,2.599
4486230,6880.01,PC,14.9166631,2460257.596462,3.709
431899136,6881.01,PC,1.9769396,2459934.873589,3.021
293075732,6882.01,FP,0.5666806,2460098.202957,0.722
393818343,6883.01,CP,24.0947315,2460485.892831,4.003
156514476,6884.01,PC,14.4217699,2459645.912631,2.3406411
154067753,6885.01,PC,11.6515287,2459617.529465,4.1130736
397053253,6886.01,PC,4.8003341,2459638.336302,1.9999398
39174810,6887.01,PC,6.5883481,2459647.31349,5.3652099
312543349,6888.01,PC,19.9253903,2459886.753156,7.1580751
282794970,6889.01,PC,10.5465818,2459665.724956,3.4172956
445822015,689.01,FP,1.66402,2458545.05695,3.397
150151262,712.03,FA,53.746482,2458417.120619,5.592988
150151262,712.04,CP,84.83869,2460082.804195,5.194
64198376,7120.01,PC,3.1739167,2460417.301478,3.65
469436001,7121.01,FP,0.9739887,2460558.272226,1.594
277853911,7123.01,PC,0.3075961,2460422.955042,0.49
345596003,7124.01,PC,2.6414334,2460448.586834,2.508
272829240,7125.01,PC,21.7276636,2460435.644849,2.924
344855300,7126.01,PC,3.2966077,2460443.355876,3.965
256418577,7127.01,PC,3.3683989,2460443.235696,4.63
269231011,7128.01,PC,2.9650741,2460446.225112,2.412
434086605,7129.01,PC,8.8204144,2460446.144686,7.63
167600516,713.01,PC,35.9993588,2458346.710529,4.1814011
167600516,713.02,PC,1.8715209,2458325.894696,1.0213466
434270112,7130.01,PC,1.2433877,2460448.282106,1.65
419524589,7131.01,PC,5.3295884,2460442.171452,3.713
404898080,7132.01,PC,1.4716633,2460447.098472,1.23
420018238,7133.01,PC,3.8282053,2460444.955587,3.891
269102377,7134.01,PC,3.5899561,2460447.741586,3.434
188539008,7135.01,PC,10.6185545,2460428.760564,1.537
300381700,7387.01,PC,9.0856617,2460724.869283,2.9738059
224603921,7389.01,PC,26.345109,2460658.743973,6.144
279425357,739.01,PC,9.0150439,2458547.482086,1.6002059
160075684,7390.01,PC,81.3716681,2458689.030976,4.8546107
258776466,7391.01,PC,7.4108495,2458685.982489,1.9719278
198178859,7392.01,PC,7.3050577,2458711.827601,3.2531651
165598669,7393.01,PC,3.3370666,2460369.408442,1.4698923
161687211,7394.01,PC,1.2529966,2460556.902315,1.2067305
273234825,7395.01,KP,125.8659048,2458719.72728,9.1490581
273690178,7396.01,KP,14.8589888,2458690.740709,2.8916037
259238498,7397.01,PC,26.6796741,2458688.865674,5.5665696
122706449,7398.01,PC,2.6068332,2460314.772985,2.2458943
310009611,740.01,PC,2.131225,2460036.326522,3.006
333324340,7400.01,PC,1.8289577,2460608.304783,1.166
405255920,7604.01,PC,9.0409947,2460712.312261,1.1646622
393626873,7605.01,FP,2.5139692,2460742.136961,2.1798236
63735024,7606.01,PC,4.8870585,2460710.535729,4.764132
306772292,7607.01,PC,13.8672643,2460879.849392,7.3763541
177033137,7608.01,PC,26.663112,2460858.033621,4.2457024
108748840,7609.01,PC,3.1952201,2460711.909408,2.0868442
165317334,761.01,PC,10.5557332,2458576.38961,2.8163532
165317334,761.02,PC,1.8320863,2458570.007581,1.4230143
121341000,7610.01,PC,22.1441161,2460700.970803,4.7045956
231451287,7611.01,PC,16.8812736,2460691.729519,5.1119026
289481977,7612.01,PC,10.8739662,2460697.314225,3.15106
132766482,7614.01,PC,21.7456169,2460697.576014,6.4006849
348899056,7615.01,PC,2.1670093,2460891.65865,1.1941662
165312726,6891.01,PC,8.3106603,2459614.499062,1.6506686
253054954,6892.01,PC,17.8961832,2459616.90412,5.8302347
67512645,6894.01,CP,3.3706303,2459639.258654,1.5183944
252537013,6895.01,FP,7.0469712,2460600.030798,2.551
9707944,6896.01,PC,19.7357748,2459107.486055,4.9695046
89043973,6897.01,PC,8.330174,2459068.397736,3.776804
441158994,6898.01,PC,18.1070683,2459065.544368,3.4544369
139879080,6899.01,PC,2.8625937,2458327.520562,2.6639389
101497191,690.01,FP,3.64376,2458547.35119,3.38
140893722,6900.01,PC,13.9223368,2458332.823317,3.0897341
262928973,6901.01,PC,3.2727859,2459036.647119,1.703415
167656187,6902.01,PC,36.4358589,2458358.329043,9.2522534
387294150,6904.01,PC,16.8267434,2459038.047363,2.4103679
470749725,7136.01,PC,5.6897753,2460439.074838,4.153
161687209,7137.01,FP,1.2529962,2460556.902324,1.083
269514008,7138.01,PC,5.4149624,2460449.126023,1.24
269330087,7139.01,PC,3.8850223,2460446.086485,1.209
219195044,714.01,PC,4.3239329,2458412.826255,1.5783127
219195044,714.02,PC,10.1775475,2458419.10613,2.0401655
371909591,7140.01,PC,5.1879527,2460444.617322,5.979
235717158,7141.01,PC,2.4141149,2460478.279335,1.329
263723781,7142.01,PC,6.5433068,2460468.090924,3.114
408548144,7143.01,PC,1.1376981,2460478.124385,1.02
400235555,7144.01,PC,0.5289141,2460479.275372,1.087
